dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
40_vowels,t100,143,mad,0,2.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,1,0.75000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,2,3.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,3,3.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,4,3.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,5,3.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,6,3.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,7,3.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,8,0.75000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,9,1.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,10,2.50000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
40_vowels,t100,143,mad,11,3.00000000,0.97485763,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
