dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
40_vowels,t100,113,adjusted,0,0.75000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,1,1.00000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,2,1.00000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,3,1.25000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,4,2.00000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,5,2.00000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,6,1.00000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,7,1.50000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,8,0.75000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,9,0.75000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,10,0.75000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,113,adjusted,11,3.00000000,0.83349150,"0.75;1;1.25;1.5;1.75;2;2.5;3"
