dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
40_vowels,t100,129,adjusted,0,0.75000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,1,1.00000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,2,1.00000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,3,0.75000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,4,1.00000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,5,3.00000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,6,1.50000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,7,2.00000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,8,3.00000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,9,1.00000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,10,0.75000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
40_vowels,t100,129,adjusted,11,2.50000000,0.83870971,"0.75;1;1.25;1.5;1.75;2;2.5;3"
