dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
18_Ionosphere,t100,139,adjusted,0,1.25000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,1,2.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,2,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,3,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,4,2.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,5,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,6,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,7,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,8,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,9,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,10,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,11,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,12,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,13,1.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,14,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,15,2.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,16,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,17,1.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,18,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,19,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,20,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,21,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,22,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,23,1.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,24,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,25,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,26,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,27,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,28,2.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,29,2.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,30,2.00000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
18_Ionosphere,t100,139,adjusted,31,1.50000000,0.96788490,"0.75;1;1.25;1.5;1.75;2;2.5;3"
