dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
22_magic.gamma,t100,137,adjusted,0,2.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,1,3.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,2,3.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,3,1.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,4,2.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,5,1.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,6,3.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,7,1.50000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,8,1.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,137,adjusted,9,1.00000000,0.80433989,"0.75;1;1.25;1.5;1.75;2;2.5;3"
